"02","0000","501","2","2",20190603,"1086223","001","100","1","2"
"02","0000","501","2","2",20190603,"1086236","002","100","1","2"
"02","0000","501","2","2",20190603,"1086419","003","100","1","2"
"02","0000","501","2","2",20190603,"1086425","004","100","1","2"
"02","0000","501","2","2",20190603,"1086532","005","100","1","2"
"02","0000","501","2","2",20190603,"1086537","006","100","1","2"
"02","0000","501","2","2",20190603,"1086224","007","100","1","2"
"02","0000","501","2","2",20190603,"1086225","008","100","1","2"
"02","0000","501","2","2",20190603,"1086226","009","100","1","2"
"02","0000","501","2","2",20190603,"1086227","010","100","1","2"
"02","0000","501","2","2",20190603,"1086229","012","100","1","2"
"02","0000","501","2","2",20190603,"1086475","013","100","1","2"
"02","0000","501","2","2",20190603,"1086575","014","100","1","2"
"02","0000","501","2","2",20190603,"1085809","015","100","1","2"
"02","0000","501","2","2",20190603,"1085962","016","100","1","2"
"02","0000","501","2","2",20190603,"1086221","017","100","1","2"
"02","0000","501","2","2",20190603,"1086230","018","100","1","2"
"02","0000","501","2","2",20190603,"1086235","019","100","1","2"
"02","0000","501","2","2",20190603,"1086239","020","100","1","2"
"02","0000","501","2","2",20190603,"1086248","021","100","1","2"
"02","0000","501","2","2",20190603,"1086417","022","100","1","2"
"02","0000","501","2","2",20190603,"1086418","023","100","1","2"
"02","0000","501","2","2",20190603,"1086420","024","100","1","2"
"02","0000","501","2","2",20190603,"1086422","025","100","1","2"
"02","0000","501","2","2",20190603,"1086423","026","100","1","2"
"02","0000","501","2","2",20190603,"1086428","027","100","1","2"
"02","0000","501","2","2",20190603,"1086439","028","100","1","2"
"02","0000","501","2","2",20190603,"1086440","029","100","1","2"
"02","0000","501","2","2",20190603,"1086424","030","100","1","2"
"02","0000","501","2","2",20190603,"1086530","031","100","1","2"
"02","0000","501","2","2",20190603,"1086531","032","100","1","2"
"02","0000","501","2","2",20190603,"1086544","033","100","1","2"
"02","0000","501","2","2",20190603,"1086654","034","120","1","1"
"02","0000","501","2","2",20190603,"1077828","035","110","1","2"
"02","0000","501","2","2",20190603,"1082148","036","110","1","2"
"02","0000","501","2","2",20190603,"1077829","037","110","1","2"
"02","0000","501","2","2",20190603,"1082162","038","110","1","2"
"02","0000","501","2","2",20190603,"1077830","039","110","1","2"
"02","0000","501","2","2",20190603,"1082473","040","110","1","2"
"02","0000","501","2","2",20190603,"1081055","041","110","1","2"
"02","0000","501","2","2",20190603,"1078794","042","110","1","2"
"02","0000","501","2","2",20190603,"1078795","043","110","1","2"
"02","0000","501","2","2",20190603,"1082738","044","110","1","2"
"02","0000","501","2","2",20190603,"1086432","045","050","1","2"
"02","0000","501","2","2",20190603,"1082739","046","110","1","2"
"02","0000","501","2","2",20190603,"1081077","047","110","1","2"
"02","0000","501","2","2",20190603,"1081078","048","110","1","2"
"02","0000","501","2","2",20190603,"1081079","049","110","1","2"
"02","0000","501","2","2",20190603,"1081076","050","110","1","2"
"02","0000","501","2","2",20190603,"1080446","051","110","1","2"
"02","0000","501","2","2",20190603,"1084903","052","110","1","2"
"02","0000","501","2","2",20190603,"1082786","053","110","1","2"
"02","0000","501","2","2",20190603,"1084904","054","110","1","2"
"02","0000","501","2","2",20190603,"1081049","055","110","1","2"
"02","0000","501","2","2",20190603,"1077307","056","110","1","2"
"02","0000","501","2","2",20190603,"1081263","057","110","1","2"
"02","0000","501","2","2",20190603,"1080904","058","110","1","2"
"02","0000","501","2","2",20190603,"1081266","059","110","1","2"
"02","0000","501","2","2",20190603,"1084879","061","100","1","2"
"02","0000","501","2","2",20190603,"1085683","062","100","1","2"
"02","0000","501","2","2",20190603,"1081273","064","110","1","2"
"02","0000","501","2","2",20190603,"1080869","065","110","1","2"
"02","0000","501","2","2",20190603,"1079534","066","110","1","2"
"02","0000","501","2","2",20190603,"1084871","067","100","1","2"
"02","0000","501","2","2",20190603,"1085911","068","100","1","2"
"02","0000","501","2","2",20190603,"1082743","069","110","1","2"
"02","0000","501","2","2",20190603,"1081891","070","110","1","2"
"02","0000","501","2","2",20190603,"1074883","071","110","1","2"
"02","0000","501","2","2",20190603,"1079103","072","110","1","2"
"02","0000","501","2","2",20190603,"1078217","073","110","1","2"
"02","0000","501","2","2",20190603,"1082745","074","110","1","2"
"02","0000","501","2","2",20190603,"1078785","075","100","1","2"
"02","0000","501","2","2",20190603,"1082746","076","100","1","2"
"02","0000","501","2","2",20190603,"1077818","077","110","1","2"
"02","0000","501","2","2",20190603,"1082747","078","110","1","2"
"02","0000","501","2","2",20190603,"1084874","079","110","1","2"
"02","0000","501","2","2",20190603,"1085921","080","110","1","2"
"02","0000","501","2","2",20190603,"1084875","081","100","1","2"
"02","0000","501","2","2",20190603,"1085922","082","100","1","2"
"02","0000","501","2","2",20190603,"1084876","083","100","1","2"
"02","0000","501","2","2",20190603,"1085923","084","100","1","2"
"02","0000","501","2","2",20190603,"1082754","085","110","1","2"
"02","0000","501","2","2",20190603,"1082488","086","110","1","2"
"02","0000","501","2","2",20190603,"1084625","087","100","1","2"
"02","0000","501","2","2",20190603,"1085924","088","100","1","2"
"02","0000","501","2","2",20190603,"1086687","089","120","1","1"
"02","0000","501","2","2",20190603,"1081884","090","110","1","2"
"02","0000","501","2","2",20190603,"1077538","091","110","1","2"
"02","0000","501","2","2",20190603,"1082493","092","110","1","2"
"02","0000","501","2","2",20190603,"1079598","093","110","1","2"
"02","0000","501","2","2",20190603,"1079599","094","110","1","2"
"02","0000","501","2","2",20190603,"1079600","095","110","1","2"
"02","0000","501","2","2",20190603,"1077005","096","110","1","2"
"02","0000","501","2","2",20190603,"1081535","097","110","1","2"
"02","0000","501","2","2",20190603,"1078053","098","110","1","2"
"02","0000","501","2","2",20190603,"1077301","099","110","1","2"
"02","0000","501","2","2",20190603,"1086445","111","100","1","2"
"02","0000","501","2","2",20190603,"1086474","112","100","1","2"
"02","0000","501","2","2",20190603,"1086574","113","100","1","2"
"02","0000","501","2","2",20190604,"1082775","017","110","1","2"
"02","0000","501","2","2",20190604,"1084621","018","110","1","2"
"02","0000","501","2","2",20190604,"1084047","019","110","1","2"
"02","0000","501","2","2",20190604,"1083002","020","110","1","2"
"02","0000","501","2","2",20190604,"1086792","021","100","1","2"
"02","0000","501","2","2",20190604,"1086795","022","100","1","2"
"02","0000","501","2","2",20190604,"1086797","023","100","1","2"
"02","0000","501","2","2",20190604,"1086804","024","100","1","2"
"02","0000","501","2","2",20190604,"1086809","025","100","1","2"
"02","0000","501","2","2",20190604,"1085963","026","100","1","2"
"02","0000","501","2","2",20190604,"1086243","027","100","1","2"
"02","0000","501","2","2",20190604,"1086247","028","100","1","2"
"02","0000","501","2","2",20190604,"1086249","029","100","1","2"
"02","0000","501","2","2",20190604,"1086431","030","100","1","2"
"02","0000","501","2","2",20190604,"1086436","031","100","1","2"
"02","0000","501","2","2",20190604,"1086441","032","100","1","2"
"02","0000","501","2","2",20190604,"1086654","033","120","1","1"
"02","0000","501","2","2",20190604,"1081055","034","110","1","2"
"02","0000","501","2","2",20190604,"1086534","035","100","1","2"
"02","0000","501","2","2",20190604,"1086535","037","100","1","2"
"02","0000","501","2","2",20190604,"1086536","038","100","1","2"
"02","0000","501","2","2",20190604,"1086543","039","100","1","2"
"02","0000","501","2","2",20190604,"1086545","040","100","1","2"
"02","0000","501","2","2",20190604,"1086696","041","100","1","2"
"02","0000","501","2","2",20190604,"1086710","043","100","1","2"
"02","0000","501","2","2",20190604,"1083633","044","110","1","2"
"02","0000","501","2","2",20190604,"1081077","045","110","1","2"
"02","0000","501","2","2",20190604,"1081078","046","110","1","2"
"02","0000","501","2","2",20190604,"1081079","047","110","1","2"
"02","0000","501","2","2",20190604,"1081076","048","110","1","2"
"02","0000","501","2","2",20190604,"1080446","049","110","1","2"
"02","0000","501","2","2",20190604,"1084903","050","110","1","2"
"02","0000","501","2","2",20190604,"1085043","051","100","1","2"
"02","0000","501","2","2",20190604,"1086165","052","100","1","2"
"02","0000","501","2","2",20190604,"1085045","053","100","1","2"
"02","0000","501","2","2",20190604,"1086166","054","100","1","2"
"02","0000","501","2","2",20190604,"1081263","055","110","1","2"
"02","0000","501","2","2",20190604,"1078280","056","110","1","2"
"02","0000","501","2","2",20190604,"1081266","057","110","1","2"
"02","0000","501","2","2",20190604,"1080005","058","110","1","2"
"02","0000","501","2","2",20190604,"1078047","059","110","1","2"
"02","0000","501","2","2",20190604,"1086805","060","050","1","2"
"02","0000","501","2","2",20190604,"1086541","061","050","1","2"
"02","0000","501","2","2",20190604,"1081273","063","110","1","2"
"02","0000","501","2","2",20190604,"1086909","064","120","1","1"
"02","0000","501","2","2",20190604,"1082754","065","110","1","2"
"02","0000","501","2","2",20190604,"1082145","066","110","1","2"
"02","0000","501","2","2",20190604,"1084052","067","110","1","2"
"02","0000","501","2","2",20190604,"1082792","068","110","1","2"
"02","0000","501","2","2",20190604,"1082731","069","110","1","2"
"02","0000","501","2","2",20190604,"1077538","070","110","1","2"
"02","0000","501","2","2",20190604,"1079149","071","110","1","2"
"02","0000","501","2","2",20190604,"1079126","072","110","1","2"
"02","0000","501","2","2",20190604,"1082493","073","110","1","2"
"02","0000","501","2","2",20190604,"1079998","074","110","1","2"
"02","0000","501","2","2",20190604,"1079844","075","110","1","2"
"02","0000","501","2","2",20190604,"1079598","076","110","1","2"
"02","0000","501","2","2",20190604,"1081536","077","110","1","2"
"02","0000","501","2","2",20190604,"1082086","078","110","1","2"
"02","0000","501","2","2",20190604,"1082478","079","110","1","2"
"02","0000","501","2","2",20190604,"1082768","080","110","1","2"
"02","0000","501","2","2",20190604,"1082771","081","110","1","2"
"02","0000","501","2","2",20190604,"1082773","082","110","1","2"
"02","0000","501","2","2",20190604,"1082479","083","110","1","2"
"02","0000","501","2","2",20190604,"1078053","084","110","1","2"
"02","0000","501","2","2",20190604,"1078303","085","110","1","2"
"02","0000","501","2","2",20190604,"1079977","086","110","1","2"
"02","0000","501","2","2",20190604,"1077301","087","110","1","2"
"02","0000","501","2","2",20190604,"1084556","088","100","1","2"
"02","0000","501","2","2",20190604,"1085577","089","100","1","2"
"02","0000","501","2","2",20190604,"1086714","106","100","1","2"
"02","0000","501","2","2",20190604,"1086741","107","100","1","2"
"02","0000","501","2","2",20190605,"1086793","001","100","1","2"
"02","0000","501","2","2",20190605,"1086798","002","100","1","2"
"02","0000","501","2","2",20190605,"1086980","003","100","1","2"
"02","0000","501","2","2",20190605,"1086984","004","100","1","2"
"02","0000","501","2","2",20190605,"1086697","005","100","1","2"
"02","0000","501","2","2",20190605,"1086702","007","100","1","2"
"02","0000","501","2","2",20190605,"1086839","008","100","1","2"
"02","0000","501","2","2",20190605,"1087032","009","100","1","2"
"02","0000","501","2","2",20190605,"1086742","010","100","1","2"
"02","0000","501","2","2",20190605,"1086799","011","100","1","2"
"02","0000","501","2","2",20190605,"1086807","012","100","1","2"
"02","0000","501","2","2",20190605,"1086979","013","100","1","2"
"02","0000","501","2","2",20190605,"1086983","014","100","1","2"
"02","0000","501","2","2",20190605,"1086985","015","100","1","2"
"02","0000","501","2","2",20190605,"1086992","016","100","1","2"
"02","0000","501","2","2",20190605,"1083171","017","100","1","2"
"02","0000","501","2","2",20190605,"1086237","018","100","1","2"
"02","0000","501","2","2",20190605,"1086240","019","100","1","2"
"02","0000","501","2","2",20190605,"1086245","020","100","1","2"
"02","0000","501","2","2",20190605,"1086426","021","100","1","2"
"02","0000","501","2","2",20190605,"1086433","022","100","1","2"
"02","0000","501","2","2",20190605,"1086435","023","100","1","2"
"02","0000","501","2","2",20190605,"1086538","024","100","1","2"
"02","0000","501","2","2",20190605,"1086542","025","100","1","2"
"02","0000","501","2","2",20190605,"1086695","026","100","1","2"
"02","0000","501","2","2",20190605,"1086698","027","100","1","2"
"02","0000","501","2","2",20190605,"1086700","030","100","1","2"
"02","0000","501","2","2",20190605,"1086701","031","100","1","2"
"02","0000","501","2","2",20190605,"1086703","032","100","1","2"
"02","0000","501","2","2",20190605,"1086706","033","100","1","2"
"02","0000","501","2","2",20190605,"1086707","034","100","1","2"
"02","0000","501","2","2",20190605,"1086708","035","100","1","2"
"02","0000","501","2","2",20190605,"1086709","036","100","1","2"
"02","0000","501","2","2",20190605,"1085186","037","100","1","2"
"02","0000","501","2","2",20190605,"1078036","038","110","1","2"
"02","0000","501","2","2",20190605,"1082736","039","110","1","2"
"02","0000","501","2","2",20190605,"1083633","040","110","1","2"
"02","0000","501","2","2",20190605,"1082442","041","110","1","2"
"02","0000","501","2","2",20190605,"1083203","042","110","1","2"
"02","0000","501","2","2",20190605,"1083204","043","110","1","2"
"02","0000","501","2","2",20190605,"1085251","044","110","1","2"
"02","0000","501","2","2",20190605,"1085252","045","110","1","2"
"02","0000","501","2","2",20190605,"1083205","046","110","1","2"
"02","0000","501","2","2",20190605,"1085253","047","110","1","2"
"02","0000","501","2","2",20190605,"1085254","048","100","1","2"
"02","0000","501","2","2",20190605,"1086402","049","100","1","2"
